Context3DClearMask|flash.display3D|Defines the values to use for specifying Context3D clear masks.
Context3DCompareMode|flash.display3D|Defines the values to use for specifying 3D buffer comparisons in the setDepthTest() and setStencilAction() methods of a Context3D instance.
Context3DFillMode|flash.display3D|Defines the values to use for specifying 3D render fill mode in the setFillMode() methods of a Context3D instance.
Context3DMipFilter|flash.display3D|Defines the values to use for sampler mipmap filter mode 
Context3DProfile|flash.display3D|Defines the values to use for specifying the Context3D profile.
Context3DProgramType|flash.display3D|Defines the values to use for specifying whether a shader program is a fragment or a vertex program.
Context3DRenderMode|flash.display3D|Defines the values to use for specifying the Context3D render mode.
Context3DStencilAction|flash.display3D|Defines the values to use for specifying stencil actions.
Context3DTextureFilter|flash.display3D|Defines the values to use for sampler filter mode.
Context3DTextureFormat|flash.display3D|Defines the values to use for specifying a texture format.
Context3DTriangleFace|flash.display3D|Constants to specify the orientation of a triangle relative to the view point.
Context3DVertexBufferFormat|flash.display3D|Defines the values to use for specifying vertex buffers.
Context3DWrapMode|flash.display3D|Defines the values to use for sampler wrap mode 
ContextMenu|flash.ui|The ContextMenu class provides control over the items displayed in context menus.
ContextMenuBuiltInItems|flash.ui|The ContextMenuBuiltInItems class describes the items that are built in to a context menu.
ContextMenuClipboardItems|flash.ui|The ContextMenuClipboardItems class lets you enable or disable the commands in the clipboard context menu.
ContextMenuEvent|flash.events|An InteractiveObject dispatches a ContextMenuEvent object when the user opens or interacts with the context menu.
ContextMenuItem|flash.ui|The ContextMenuItem class represents an item in the context menu.
ContextualClassFactory|mx.core|A class factory that provides a system manager as a context of where the class should be created.
ControlBar|mx.containers|The ControlBar container lets you place controls at the bottom of a Halo Panel or Halo TitleWindow container.
ControlBarSkin|mx.skins.wireframe|The wireframe skin class for the MX Panel component's border.
ConversionType|flashx.textLayout.conversion|Values for the format of exported text.
ConverterBase|flashx.textLayout.conversion|This is a base class for importers as well as exporters.
ConvolutionFilter|flash.filters|The ConvolutionFilter class applies a matrix convolution filter effect.
ConvolutionFilter|spark.filters|The ConvolutionFilter class applies a matrix convolution filter effect.
CopyOperation|flashx.textLayout.operations|The CopyOperation class encapsulates a copy operation.
CountAggregator|mx.olap.aggregators|The CountAggregator class implements the count aggregator.
CreateDivOperation|flashx.textLayout.operations|The CreateDivOperation class encapsulates creating DivElement 
CreateListOperation|flashx.textLayout.operations|The CreateListOperation class encapsulates creating list 
CreateSubParagraphGroupOperation|flashx.textLayout.operations|The CreateSPGEOperation class encapsulates creating a SubPargraphGroupElement 
CreditCardValidator|mx.validators|The CreditCardValidator class validates that a credit card number is the correct length, has the correct prefix, and passes the Luhn mod10 algorithm for the specified card type.
CreditCardValidatorCardType|mx.validators|The CreditCardValidatorCardType class defines value constants for specifying the type of credit card to validate.
CrossFade|spark.effects|The CrossFade effect performs a bitmap transition effect by running a crossfade between the first and second bitmaps.
CrossFadeViewTransition|spark.transitions|The CrossFadeViewTransition class serves as a simple cross fade transition for views.
CrossItemRenderer|mx.charts.renderers|A simple chart itemRenderer implementation that fills a cross in its assigned area.
CSMSettings|flash.text|The CSMSettings class contains properties for use with the TextRenderer.setAdvancedAntiAliasingTable() method to provide continuous stroke modulation (CSM).
CSSCondition|mx.styles|Represents a condition for a CSSSelector which is used to match a subset of components based on a particular property.
CSSConditionKind|mx.styles|An enumeration of the kinds of CSSCondition.
CSSSelector|mx.styles|Represents a selector node in a potential chain of selectors used to match CSS style declarations to components.
CSSStyleDeclaration|mx.styles|The CSSStyleDeclaration class represents a set of CSS style rules.
CubeEvent|mx.events|Event class used by OLAPCube to indicate its status.
CubeTexture|flash.display3D.textures|The CubeTexture class represents a cube texture uploaded to a rendering context.
Cubic|fl.motion.easing|The Cubic class defines three easing functions to implement motion with ActionScript animation.
Cubic|mx.effects.easing|The Cubic class defines three easing functions to implement motion with Flex effect classes.
CuePointEvent|mx.events|The CuePointEvent class represents the event object passed to the event listener for cue point events dispatched by the VideoDisplay control.
CuePointManager|mx.controls.videoClasses|The CuePointManager class lets you use ActionScript code to manage the cue points associated with the VideoDisplay control.
CuePointType|fl.video|The CuePointType class provides constant values for the type property on the info object of a MetadataEvent instance of type CUE_POINT.
CurrencyFormatter|flash.globalization|The CurrencyFormatter class provides locale-sensitive formatting and parsing of currency values.
CurrencyFormatter|mx.formatters|The CurrencyFormatter class formats a valid number as a currency value.
CurrencyFormatter|spark.formatters|The CurrencyFormatter class provides locale-sensitive formatting and parsing of currency values.
CurrencyParseResult|flash.globalization|A data structure that represents a currency amount and currency symbol or string that were extracted by parsing a currency value.
CurrencyValidator|mx.validators|The CurrencyValidator class ensures that a String represents a valid currency expression.
CurrencyValidator|spark.validators|The CurrencyValidator class ensures that a String represents a valid currency amount according to the conventions of a locale.
CurrencyValidatorAlignSymbol|mx.validators|The CurrencyValidatorAlignSymbol class defines value constants for specifying currency symbol alignment.
CursorBookmark|mx.collections|Encapsulates the positional aspects of a cursor in an ICollectionView.
CursorError|mx.collections.errors|This error is thrown by a collection Cursor.
CursorManager|mx.managers|The CursorManager class controls a prioritized list of cursors, where the cursor with the highest priority is currently visible.
CursorManagerPriority|mx.managers|The CursorManagerPriority class defines the constant values for the priority argument to the CursorManager.setCursor() method.
CustomActions|adobe.utils|The methods of the CustomActions class allow a SWF file playing in the Flash authoring tool to manage any custom actions that are registered with the authoring tool.
CustomEase|fl.motion|The CustomEase class is used to modify specific properties of the easing behavior of a motion tween as the tween progresses over time.
CutOperation|flashx.textLayout.operations|The CutOperation class encapsulates a cut operation.
DamageEvent|flashx.textLayout.events|A TextFlow instance dispatches this each time it is marked as damaged.
DataChangeEvent|fl.events|The DataChangeEvent class defines the event that is dispatched when the data that is associated with a component changes.
DataChangeType|fl.events|The DataChangeType class defines constants for the DataChangeEvent.changeType event.
DataDescription|mx.charts.chartClasses|The DataDescription structure is used by ChartElements to describe the characteristics of the data they represent to Axis objects that auto-generate values from the data represented in the chart.
DataEvent|flash.events|An object dispatches a DataEvent object when raw data has completed loading.
DatagramSocket|flash.net|The DatagramSocket class enables code to send and receive Universal Datagram Protocol (UDP) packets.
DatagramSocketDataEvent|flash.events|A DatagramSocketDataEvent object is dispatched when Datagram socket has received data.
DataGrid|fl.controls|The DataGrid class is a list-based component that provides a grid of rows and columns.
DataGrid|mx.controls|The DataGrid control is like a List except that it can show more than one column of data making it suited for showing objects with multiple properties.
DataGrid|spark.components|The DataGrid displays a row of column headings above a scrollable grid.
DataGridAccImpl|fl.accessibility|The DataGridAccImpl class, also called the DataGrid Accessibility Implementation class, is used to make a DataGrid component accessible.
DataGridAccImpl|mx.accessibility|DataGridAccImpl is a subclass of AccessibilityImplementation which implements accessibility for the DataGrid class.
DataGridAccImpl|spark.accessibility|This is the accessibility implementation class for spark.components.DataGrid.
DataGridAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the DataGrid control.
DataGridBase|mx.controls.dataGridClasses|The DataGridBase class is the base class for controls that display lists of items in multiple columns.
DataGridCellEditor|fl.controls.dataGridClasses|The DataGridCellEditor class defines the default item editor for a DataGrid control.
DataGridColumn|fl.controls.dataGridClasses|The DataGridColumn class describes a column in a DataGrid component.
DataGridColumn|mx.controls.dataGridClasses|The DataGridColumn class describes a column in a DataGrid control.
DataGridColumnDropIndicator|mx.skins.halo|The skin for the column drop indicator in a DataGrid.
DataGridColumnResizeSkin|mx.skins.halo|The skin for the column resizer in a DataGrid.
DataGridDragProxy|mx.controls.dataGridClasses|The DataGridDragProxy class defines the default drag proxy used when dragging data from a DataGrid control.
DataGridEvent|fl.events|The DataGridEvent class defines events that are associated with the DataGrid component.
DataGridEvent|mx.events|The DataGridEvent class represents event objects that are specific to the DataGrid control, such as the event that is dispatched when an editable grid item gets the focus.
DataGridEventReason|fl.events|The DataGridEventReason class defines constants that are used for the values of the reason property of the DataGridEvent object when the value of the type property is itemEditEnd.
DataGridEventReason|mx.events|The DataGridEventReason class defines constants for the values of the reason property of a DataGridEvent object when the type property is itemEditEnd.
DataGridHeader|mx.controls.dataGridClasses|The DataGridHeader class defines the default header renderer for a DataGrid control.
DataGridHeaderBackgroundSkin|mx.skins.halo|The skin for the background of the column headers in a DataGrid control.
DataGridHeaderBackgroundSkin|mx.skins.spark|The Spark skin class for the header background of the MX DataGrid component.
DataGridHeaderBackgroundSkin|mx.skins.wireframe|The wireframe skin class for the header background of the MX DataGrid component.
DataGridHeaderBase|mx.controls.dataGridClasses|The DataGridHeaderBase class defines the base class for the DataGridHeader class, the class that defines the item renderer for the DataGrid control.
DataGridHeaderSeparator|mx.skins.halo|The skin for the separator between column headers in a DataGrid.
DataGridHeaderSeparatorSkin|mx.skins.spark|The Spark skin class for the separator of the MX DataGrid component.
DataGridHeaderSeparatorSkin|mx.skins.wireframe|The wireframe skin class for the separator of the MX DataGrid component.
DataGridItemRenderer|mx.controls.dataGridClasses|The DataGridItemRenderer class defines the default item renderer for a DataGrid control.
DataGridItemRendererAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the DataGridItemRenderer class.
DataGridListData|mx.controls.dataGridClasses|The DataGridListData class defines the data type of the listData property that is implemented by drop-in item renderers or drop-in item editors for the DataGrid control.
DataGridLockedRowContentHolder|mx.controls.dataGridClasses|The DataGridLockedRowContentHolder class defines a container in a DataGrid control of all of the control's item renderers and item editors.
DataGridSkin|spark.skins.spark|The default skin class for a Spark DataGrid component.
DataGridSkin|spark.skins.wireframe|The default skin class for a Spark DataGrid component in the Wireframe theme.
DataGridSortArrow|mx.skins.halo|The skin for the sort arrow in a column header in a DataGrid.
DataGridSortArrow|mx.skins.spark|The skin for the sort arrow in a column header in an MX DataGrid.
DataGridSortArrow|mx.skins.wireframe|The wireframe skin for the sort arrow in a column header in the MX DataGrid component.
DataGroup|spark.components|The DataGroup class is the base container class for data items.
DataItem|spark.utils|The DataItem class represents a dynamic object with bindable properties.
DataProvider|fl.data|The DataProvider class provides methods and properties that allow you to query and modify the data in any list-based component--for example, in a List, DataGrid, TileList, or ComboBox component.
DataRenderer|spark.components|The DataRenderer class is the base class for data components in Spark.
DataTip|mx.charts.chartClasses|The DataTip control provides information about a data point to chart users.
DataTransform|mx.charts.chartClasses|The DataTransform object represents a portion of a chart that contains glyphs and can transform values to screen coordinates and vice versa.
Date|Top Level|The Date class represents date and time information.
DateBase|mx.formatters|The DateBase class contains the localized string information used by the mx.formatters.DateFormatter class and the parsing function that renders the pattern.
DateChooser|mx.controls|The DateChooser control displays the name of a month, the year, and a grid of the days of the month, with columns labeled for the day of the week.
DateChooserAccImpl|mx.accessibility|DateChooserAccImpl is a subclass of AccessibilityImplementation which implements accessibility for the DateChooser class.
DateChooserAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the DateChooser control.
DateChooserEvent|mx.events|The DateChooserEvent class represents the event object passed to the event listener for the scroll event for the DateChooser and DateField controls.
DateChooserEventDetail|mx.events|Constants that define the values of the detail property of a DateChooserEvent object.
DateChooserIndicator|mx.skins.halo|The skins of the DateChooser's indicators for displaying today, rollover and selected dates.
DateChooserMonthArrowSkin|mx.skins.halo|The skin for all the states of the next-month and previous-month buttons in a DateChooser.
DateChooserNextMonthSkin|mx.skins.spark|The Spark skin class for the next month arrow of the MX DateChooser component.
DateChooserNextMonthSkin|mx.skins.wireframe|The wireframe skin class for the next month arrow of the MX DateChooser component.
DateChooserNextYearSkin|mx.skins.spark|The Spark skin class for the next year arrow of an MX DateChooser component.
DateChooserNextYearSkin|mx.skins.wireframe|The wireframe skin class for the next year arrow of the MX DateChooser component.
DateChooserPrevMonthSkin|mx.skins.spark|The Spark skin class for the previous month arrow of an MX DateChooser component.
DateChooserPrevMonthSkin|mx.skins.wireframe|The wireframe skin class for the next month arrow of the MX DateChooser component.
DateChooserPrevYearSkin|mx.skins.spark|The Spark skin class for the previous year arrow of an MX DateChooser component.
DateChooserPrevYearSkin|mx.skins.wireframe|The wireframe skin class for the previous year arrow of the MX DateChooser component.
DateChooserRollOverIndicatorSkin|mx.skins.spark|The Spark skin class for the rollover indicator of an MX DateChooser component.
DateChooserRollOverIndicatorSkin|mx.skins.wireframe|The wireframe skin class for the rollover indicator of a MX DateChooser component.
DateChooserSelectionIndicatorSkin|mx.skins.spark|The Spark skin class for the selection indicator of an MX DateChooser component.
DateChooserSelectionIndicatorSkin|mx.skins.wireframe|The wireframe skin class for the selection indicator of the MX DateChooser component.
DateChooserTodayIndicatorSkin|mx.skins.spark|The Spark skin class for the current day indicator in an MX DateChooser component.
DateChooserTodayIndicatorSkin|mx.skins.wireframe|The wireframe skin class for the current day indicator in a MX DateChooser component.
DateChooserYearArrowSkin|mx.skins.halo|The skin for all the states of the next-year and previous-year buttons in a DateChooser.
DateField|mx.controls|The DateField control is a text field that shows the date with a calendar icon on its right side.
DateFieldAccImpl|mx.accessibility|DateFieldAccImpl is a subclass of AccessibilityImplementation which implements accessibility for the DateField class.
DateFieldAutomationImpl|mx.automation.delegates.controls|Defines methods and properties required to perform instrumentation for the DateField control.
DateFormatter|mx.formatters|The DateFormatter class uses a format String to return a formatted date and time String from an input String or a Date object.
DateRangeUtilities|mx.charts.chartClasses|A set of disabled date range utilities used by DateTimeAxis 
DateSelectorDisplayMode|spark.components.calendarClasses|The DateSelectorMode class defines the valid constant values for the displayMode property of the Spark DateSpinner control.
DateSpinner|spark.components|The DateSpinner control presents an interface for picking a particular date or time.
DateSpinnerItemRenderer|spark.components.calendarClasses|The DateSpinnerItemRenderer class defines the default item renderer for a DateSpinner control in the mobile theme.
DateSpinnerSkin|spark.skins.mobile|ActionScript-based skin for the DateSpinner in mobile applications.
DateTimeAxis|mx.charts|The DateTimeAxis class maps time values evenly between a minimum and maximum value along a chart axis.
DateTimeFormatter|flash.globalization|The DateTimeFormatter class provides locale-sensitive formatting for Date objects and access to localized date field names.
DateTimeFormatter|spark.formatters|The DateTimeFormatter class provides locale-sensitve formatting for a Date object.
DateTimeNameContext|flash.globalization|The DateTimeNameContext class enumerates constant values representing the formatting context in which a month name or weekday name is used.
DateTimeNameStyle|flash.globalization|The DateTimeNameStyle class enumerates constants that control the length of the month names and weekday names that are used when formatting dates.
DateTimeStyle|flash.globalization|Enumerates constants that determine a locale-specific date and time formatting pattern.
DateValidator|mx.validators|The DateValidator class validates that a String, Date, or Object contains a proper date and matches a specified format.
DefaultBeveledActionButtonSkin|spark.skins.mobile|Emphasized button uses accentColor instead of chromeColor.
DefaultBeveledBackButtonSkin|spark.skins.mobile|Emphasized button uses accentColor instead of chromeColor.
DefaultButtonSkin|mx.skins.spark|The Spark skin class for the MX default button.
DefaultButtonSkin|mx.skins.wireframe|The wireframe skin class for the MX default button.
DefaultButtonSkin|spark.skins.mobile|Emphasized button uses accentColor instead of chromeColor.
DefaultButtonSkin|spark.skins.spark|The default skin class for a Spark DefaultButton component.
DefaultButtonSkin|spark.skins.wireframe|The default wireframe skin class for the Spark DefaultButton component.
DefaultComplexItemRenderer|spark.skins.spark|The Spark DefaultComplexItemRenderer class is an item renderer class that displays a Flex component in a Group container.
DefaultDataDescriptor|mx.controls.treeClasses|The DefaultDataDescriptor class provides a default implementation for accessing and manipulating data for use in controls such as Tree and Menu.
DefaultDragImage|mx.skins.halo|The default drag proxy image for a drag and drop operation.
DefaultGridHeaderRenderer|spark.skins.spark|The DefaultGridHeaderRenderer class defines the default header renderer for the columns of a Spark DataGrid control.
DefaultGridHeaderRenderer|spark.skins.wireframe|The default header renderer for s:DataGrid columns.
DefaultGridItemEditor|spark.components.gridClasses|The DefaultGridItemEditor class defines the default item renderer used by the Spark grid controls, such as DataGrid and Grid.
DefaultGridItemRenderer|spark.skins.spark|The DefaultGridItemRenderer class defines simple and efficient item renderer that displays a single text label.
DefaultItemRenderer|spark.skins.spark|The DefaultItemRenderer class defines the default item renderer for a List control.
DefaultItemRenderer|spark.skins.wireframe|The DefaultItemRenderer class defines the default item renderer for a List control.
DefaultListEffect|mx.effects|The DefaultListEffect class defines the default effect applied to the item renderers of a List control when the data in the data provider changes.
DefaultSummaryCalculator|mx.collections|The DefaultSummaryCalculator class provides summary calculation logic for SUM, MIN, MAX, AVG, and COUNT operations.
DefaultTileListEffect|mx.effects|The DefaultTileListEffect class defines the default effect applied to the item renderers of a TileList control when the data in the data provider changes.
DefaultTransparentActionButtonSkin|spark.skins.mobile|Emphasized button uses accentColor instead of chromeColor.
DefaultTransparentNavigationButtonSkin|spark.skins.mobile|Emphasized button uses accentColor instead of chromeColor.
DeferredInstanceFromClass|mx.core|A deferred instance factory that creates and returns an instance of a specified class.
DeferredInstanceFromFunction|mx.core|A deferred instance factory that uses a generator function to create an instance of the required object.
DefinitionError|Top Level|The DefinitionError class represents an error that occurs when user code attempts to define an identifier that is already defined.
DeleteObjectSample|flash.sampler|The DeleteObjectSample class represents objects that are created within a getSamples() stream; each DeleteObjectSample object corresponds to a NewObjectSample object.
DeleteTextOperation|flashx.textLayout.operations|The DeleteTextOperation class encapsulates the deletion of a range of text.
DesignLayer|mx.core|The DesignLayer class represents a visibility group that can be associated with one or more IVisualElement instances at runtime.
DiamondItemRenderer|mx.charts.renderers|A simple chart itemRenderer implementation that fills a diamond in its assigned area.
Dictionary|flash.utils|The Dictionary class lets you create a dynamic collection of properties, which uses strict equality (===) for key comparison.
DigitCase|flash.text.engine|The DigitCase class is an enumeration of constant values used in setting the digitCase property of the ElementFormat class.
DigitWidth|flash.text.engine|The DigitWidth class is an enumeration of constant values used in setting the digitWidth property of the ElementFormat class.
Direction|flashx.textLayout.formats|Defines values for setting the direction property of the TextLayoutFormat class.
DisplacementMapFilter|flash.filters|The DisplacementMapFilter class uses the pixel values from the specified BitmapData object (called the displacement map image) to perform a displacement of an object.
DisplacementMapFilter|spark.filters|The DisplacementMapFilter class uses the pixel values from the specified BitmapData object (called the displacement map image) to perform a displacement of an object.
DisplacementMapFilterMode|flash.filters|The DisplacementMapFilterMode class provides values for the mode property of the DisplacementMapFilter class.
DisplayLayer|spark.components.supportClasses|A DisplayLayer class maintains an ordered list of DisplayObjects sorted on depth.
DisplayObject|flash.display|The DisplayObject class is the base class for all objects that can be placed on the display list.
DisplayObjectContainer|flash.display|The DisplayObjectContainer class is the base class for all objects that can serve as display object containers on the display list.
DisplayObjectSharingMode|spark.core|The DisplayObjectSharingMode class defines the possible values for the displayObjectSharingMode property of the IGraphicElement class.
DisplayUtil|mx.utils|The DisplayUtil utility class is an all-static class with utility methods related to DisplayObjects.
Dissolve|mx.effects|Animate the component from transparent to opaque, or from opaque to transparent.
DissolveInstance|mx.effects.effectClasses|The DissolveInstance class implements the instance class for the Dissolve effect.
DivElement|flashx.textLayout.elements|The DivElement class defines an element for grouping paragraphs (ParagraphElement objects).
DividedBox|mx.containers|A DividedBox container measures and lays out its children horizontally or vertically in exactly the same way as a Box container, but it inserts draggable dividers in the gaps between the children.
DividedBoxAutomationImpl|mx.automation.delegates.containers|Defines the methods and properties required to perform instrumentation for the DividedBox class.
DividerEvent|mx.events|Represents events that are dispatched when a divider has been pressed, dragged or released.
DividerSkin|mx.skins.wireframe|The wireframe skin class for the border of the MX DividedBox component.
DNSResolver|flash.net.dns|The DNSResolver class lets you lookup Domain Name System (DNS) resource records.
DNSResolverEvent|flash.events|The DNSResolverEvent class represents the results of a Domain Name System (DNS) lookup operation.
DockIcon|flash.desktop|The DockIcon class represents the Mac OS X®-style dock icon.
DownloadErrorEvent|air.update.events|A DownloadErrorEvent object is dispatched by an ApplicationUpdater or ApplicationUpdaterUI object when an error happens while downloading the update file.
DownloadProgressBar|mx.preloaders|The DownloadProgressBar class displays download progress.
DPIClassification|mx.core|An enum of the device screen density classess.
DragEvent|mx.events|The DragEvent class represents event objects that are dispatched as part of a drag-and-drop operation.
DragManager|mx.managers|The DragManager class manages drag and drop operations, which let you move data from one place to another in a Flex application.
DragManagerAutomationImpl|mx.automation.delegates|Defines the methods and properties required to perform instrumentation for the DragManager class.
DragSource|mx.core|The DragSource class contains the data being dragged.
DRMAuthenticateEvent|flash.events|A NetStream object dispatchs a DRMAuthenticateEvent object when attempting to play digital rights management (DRM) encrypted content that requires a user credential for authentication.
DRMAuthenticationCompleteEvent|flash.events|The DRMManager dispatches a DRMAuthenticationCompleteEvent object when a call to the authenticate() method of the DRMManager object succeeds.
DRMAuthenticationErrorEvent|flash.events|The DRMManager dispatches a DRMAuthenticationErrorEvent object when a call to the authenticate() method of the DRMManager object fails.
DRMContentData|flash.net.drm|The DRMContentData class provides the information required to obtain the voucher necessary to view DRM-protected content.
DRMDeviceGroup|flash.net.drm|A device group signifies a group of playback devices that shares protected-content playback rights.
DRMDeviceGroupErrorEvent|flash.events|Issued by the DRMManager when any error occurs during any device group related calls. It is the application's responsibility to explicitly handle the error events.These events include cases where the user inputs valid credentials, but the voucher protecting the encrypted content restricts the access to the content.
DRMDeviceGroupEvent|flash.events|Issued by the DRMManager when a device group related call successfully completes.
DRMErrorEvent|flash.events|The DRMErrorEvent class provides information about errors that occur when playing digital rights management (DRM) encrypted files.
DRMLicenseRequestEvent|flash.events|The DRMManager dispatches a DRMLicenseRequestEvent object before each call to the loadVoucher() or loadPreviewVoucher() methods of the DRMManager object succeeds.
DRMManager|flash.net.drm|The DRMManager manages the retrieval and storage of the vouchers needed to view DRM-protected content.
DRMManagerError|flash.errors|The DRMManager dispatches a DRMManagerError event to report errors.
DRMMetadataEvent|flash.events|AVSegmentedSource dispatches DRMMetadataEvent when it loads and parses files.
DRMPlaybackTimeWindow|flash.net.drm|The DRMPlaybackTimeWindow class represents the period of time during which a DRM voucher is valid.
DRMReturnVoucherCompleteEvent|flash.events|The DRMManager dispatches a DRMVoucherReturnCompleteEvent object when a call to the returnVoucher() method of the DRMManager object succeeds.
DRMReturnVoucherErrorEvent|flash.events|The DRMManager dispatches a DRMReturnVoucherErrorEvent object when a call to the returnVoucher() method of the DRMManager object fails.
DRMStatusEvent|flash.events|A NetStream object dispatches a DRMStatusEvent object when the content protected using digital rights management (DRM) begins playing successfully (when the voucher is verified, and when the user is authenticated and authorized to view the content).
DRMVoucher|flash.net.drm|The DRMVoucher class is a handle to the license token that allows a user to view DRM-protected content.
DropDownController|spark.components.supportClasses|The DropDownController class handles the mouse, keyboard, and focus interactions for an anchor button and its associated drop down.
DropdownEvent|mx.events|The DropdownEvent class represents the event object passed to the event listener for the open and close events.
DropDownEvent|spark.events|The DropDownEvent class represents the event object passed to the event listener for the open and close events.
DropDownList|spark.components|The DropDownList control contains a drop-down list from which the user can select a single value.
DropDownListBase|spark.components.supportClasses|The DropDownListBase control contains a drop-down list from which the user can select a single value.
DropDownListBaseAccImpl|spark.accessibility|DropDownListAccImpl is the accessibility implementation class for spark.components.supportClasses.DropDownListBase.
DropDownListButtonSkin|spark.skins.spark|The default skin class for the anchor button on a Spark DropDownList component.
DropDownListButtonSkin|spark.skins.wireframe|The default wireframe skin class for the Spark DropDownListButton component.
DropDownListSkin|spark.skins.spark|The default skin class for the Spark DropDownList component.
DropDownListSkin|spark.skins.wireframe|The default wireframe skin class for the Spark DropDownList component.
DropDownSkin|mx.skins.wireframe|The wireframe skin class for the border of the MX components that use drop downs.
DropLocation|spark.layouts.supportClasses|The DropLocation class contains information describing the drop location for the dragged data in a drag-and-drop operation.
DropShadowFilter|flash.filters|The DropShadowFilter class lets you add a drop shadow to display objects.
DropShadowFilter|spark.filters|The DropShadowFilter class lets you add a drop shadow to display objects.
DualStyleObject|mx.charts.chartClasses|The DualStyleObject class serves as a base class for components that have a need to assign class selectors outside of the client developer's control.
DynamicEvent|mx.events|This subclass of Event is dynamic, meaning that you can set arbitrary event properties on its instances at runtime.
DynamicMatrix|fl.motion|The DynamicMatrix class calculates and stores a matrix based on given values.
DynamicStreamingVideoItem|spark.components.mediaClasses|The DynamicStreamingVideoItem class represents a video stream on the server plus a bitrate for that stream.
DynamicStreamingVideoSource|spark.components.mediaClasses|The DynamicStreamingVideoSource class represents a streaming video source and can be used for streaming pre-recorded video or live streaming video.
EaseInOutBase|spark.effects.easing|The EaseInOutBase class is the base class that provide easing capability.
EasingFraction|spark.effects.easing|The EasingFraction class defines constants for the easeInFraction property of the EaseInOutBase class.
EastAsianJustifier|flash.text.engine|The EastAsianJustifier class has properties to control the justification options for text lines whose content is primarily East Asian text.
EdgeMetrics|mx.core|The EdgeMetrics class specifies the thickness, in pixels, of the four edge regions around a visual component.
EditableComboBoxSkin|mx.skins.spark|The Spark skin class for the editable MX ComboBox component.
EditableComboBoxSkin|mx.skins.wireframe|The wireframe skin class for the editable MX ComboBox component.
EditingMode|flashx.textLayout.edit|The EditingMode class defines constants used with EditManager class to represent the read, select, and edit permissions of a document.
EditManager|flashx.textLayout.edit|The EditManager class manages editing changes to a TextFlow.
Effect|mx.effects|The Effect class is an abstract base class that defines the basic functionality of all Flex effects.
EffectEvent|mx.events|Represents event objects that are specific to Flex effects.
EffectInstance|mx.effects|The EffectInstance class represents an instance of an effect playing on a target.
EffectManager|mx.effects|The EffectManager class listens for events, such as the show and move events, dispatched by objects in a Flex application.
EffectTargetFilter|mx.effects|The EffectTargetFilter class defines a custom filter that is executed by each transition effect on each target of the effect.
Elastic|fl.motion.easing|The Elastic class defines three easing functions to implement motion with ActionScript animation, where the motion is defined by an exponentially decaying sine wave.
Elastic|fl.transitions.easing|The Elastic class defines three easing functions to implement motion with ActionScript animation, where the motion is defined by an exponentially decaying sine wave.
Elastic|mx.effects.easing|The Elastc class defines three easing functions to implement motion with Flex effect classes, where the motion is defined by an exponentially decaying sine wave.
Elastic|spark.effects.easing|The Elastic class implements easing functionality where the target object movement is defined by an exponentially decaying sine wave.
ElementExistenceEvent|spark.events|The ElementExistenceEvent class represents events that are dispatched when an element of a Group is created or destroyed.
ElementFormat|flash.text.engine|The ElementFormat class represents formatting information which can be applied to a ContentElement.
ElementRange|flashx.textLayout.edit|The ElementRange class represents the range of objects selected within a text flow.
Ellipse|spark.primitives|The Ellipse class is a filled graphic element that draws an ellipse.
EmailValidator|mx.validators|The EmailValidator class validates that a String has a single @ sign, a period in the domain name and that the top-level domain suffix has two, three, four, or six characters.
EmphasizedButtonSkin|mx.skins.wireframe|The wireframe skin class for the emphasized state of the MX Button component.
EncryptedLocalStore|flash.data|The EncryptedLocalStore class (ELS) provides an encrypted local storage mechanism that can be used as a small cache for an application's private data.
Endian|flash.utils|The Endian class contains values that denote the byte order used to represent multibyte numbers.
EOFError|flash.errors|An EOFError exception is thrown when you attempt to read past the end of the available data.
Error|Top Level|The Error class contains information about an error that occurred in a script.
ErrorEvent|flash.events|An object dispatches an ErrorEvent object when an error causes an asynchronous operation to fail.
ErrorSkin|spark.skins.spark|The ErrorSkin class defines the error skin for Spark components.
EvalError|Top Level|The EvalError class represents an error that occurs when user code calls the eval() function or attempts to use the new operator with the Function object.
Event|flash.events|The Event class is used as the base class for the creation of Event objects, which are passed as parameters to event listeners when an event occurs.
EventDetails|mx.automation.events|Holds the details of an event like its type, handler etc...
EventDispatcher|flash.events|The EventDispatcher class is the base class for all runtime classes that dispatch events.
EventListenerRequest|mx.events|Request sent from one SystemManager to a SystemManager in another application through their bridge to add or remove a listener to a specified event on your behalf.
EventPhase|flash.events|The EventPhase class provides values for the eventPhase property of the Event class.
EventPriority|mx.core|The EventPriority class defines constant values for the priority argument of the addEventListener() method of EventDispatcher.
ExclusionShader|mx.graphics.shaderClasses|Creates a blend shader that is equivalent to the 'Exclusion' blend mode for RGB premultiplied colors available in Adobe Creative Suite tools.
Exponential|fl.motion.easing|The Exponential class defines three easing functions to implement motion with ActionScript animation.
Exponential|mx.effects.easing|The Exponential class defines three easing functions to implement motion with Flex effect classes, where the motion is defined by an exponentially decaying sine wave.
ExtensionContext|flash.external|The ExtensionContext class also provides a static method getExtensionDirectory() for accessing the directory in which the extension is installed on the device.
